user_id,user_segment,registration_date,country,city,age_group,gender,preferred_language
554754045,Occasional,2019-10-11,USA,Chicago,45-54,F,English
533078094,New,2019-10-31,USA,New York,18-24,M,English
512558158,Regular,2017-12-22,UK,Glasgow,18-24,M,UK
547028884,High-Value,2019-03-13,France,Lyon,35-44,F,France
551377651,Occasional,2019-07-16,France,Paris,35-44,F,France
551331813,Regular,2018-12-25,France,Paris,18-24,F,France
532085144,New,2019-05-18,Australia,Melbourne,25-34,M,Australia
525856698,Occasional,2018-08-26,USA,Houston,25-34,F,English
519885473,Regular,2019-01-04,Australia,Brisbane,35-44,M,Australia
555447577,Occasional,2018-12-04,USA,Chicago,25-34,F,English
529755884,New,2018-06-24,USA,Houston,25-34,F,English
542378517,At-Risk,2019-05-27,USA,New York,45-54,F,English
541366014,Occasional,2019-09-11,USA,Los Angeles,25-34,F,English
555447651,Regular,2019-09-19,France,Toulouse,35-44,M,France
543427258,Occasional,2019-09-11,France,Paris,45-54,F,France
514808401,High-Value,2018-09-15,UK,Liverpool,35-44,M,UK
523239174,New,2019-06-05,Italy,Florence,45-54,Other,Italy
514080443,Regular,2019-08-23,Italy,Naples,45-54,M,Italy
516489361,Occasional,2018-12-15,USA,Los Angeles,25-34,F,English
555447788,Regular,2019-06-19,USA,Chicago,25-34,M,English
515630204,Regular,2019-02-05,Spain,Seville,25-34,M,Spain
546259103,New,2017-10-31,Canada,Calgary,18-24,F,Canada
513696314,High-Value,2019-01-11,Canada,Toronto,18-24,M,Canada
550859983,Regular,2018-08-21,UK,Liverpool,18-24,M,UK
515757896,Regular,2018-10-26,USA,Houston,25-34,F,English
514336739,Occasional,2019-06-02,UK,Liverpool,18-24,F,UK
531646433,New,2018-10-20,Germany,Berlin,25-34,F,Germany
515511944,Regular,2019-06-27,UK,Manchester,18-24,F,UK
538491186,Occasional,2019-05-24,USA,Phoenix,18-24,F,English
552783882,Occasional,2019-09-28,Japan,Osaka,25-34,M,Japan
514218020,Occasional,2019-08-14,Brazil,Rio de Janeiro,25-34,F,Brazil
555447493,Regular,2019-10-15,Italy,Florence,25-34,F,Italy
513664804,At-Risk,2019-09-01,Brazil,Fortaleza,35-44,F,Brazil
512796782,Regular,2019-07-19,Germany,Berlin,35-44,F,Germany
518553316,Regular,2019-08-12,Australia,Brisbane,25-34,F,Australia
546089729,Occasional,2019-01-17,USA,Chicago,35-44,M,English
555357251,New,2019-10-19,Brazil,Fortaleza,25-34,M,Brazil
554610163,Occasional,2019-03-21,USA,Los Angeles,25-34,F,English
512946118,Regular,2019-07-10,Italy,Florence,45-54,F,Italy
513758741,New,2019-03-27,UK,Glasgow,45-54,M,UK
513457407,New,2019-07-29,USA,Phoenix,35-44,F,English
554190174,New,2019-07-29,USA,Houston,18-24,F,English
543272936,New,2019-04-25,France,Toulouse,35-44,F,France
535055930,Regular,2019-02-26,UK,Birmingham,25-34,F,UK
555447228,Occasional,2019-09-09,Canada,Toronto,18-24,F,Canada
512539408,Occasional,2019-08-18,Canada,Montreal,25-34,F,Canada
551417808,Regular,2019-06-16,Australia,Melbourne,45-54,F,Australia
516896785,High-Value,2019-10-16,Japan,Osaka,45-54,M,Japan
555447884,Occasional,2019-10-09,Germany,Cologne,25-34,F,Germany
514805015,New,2019-10-04,France,Lyon,25-34,F,France
533205672,High-Value,2019-10-03,France,Marseille,25-34,M,France
515755304,New,2019-09-14,UK,Liverpool,45-54,M,UK
525767277,Regular,2018-12-30,France,Toulouse,25-34,F,France
555306597,Occasional,2019-04-23,UK,London,45-54,F,UK
550624133,New,2019-06-05,France,Lyon,25-34,F,France
555447922,Regular,2019-02-14,USA,New York,25-34,F,English
550429638,Regular,2018-05-09,USA,Los Angeles,55+,F,English
517062545,New,2018-09-30,USA,Chicago,35-44,M,English
539979421,Regular,2019-05-23,USA,Los Angeles,25-34,M,English
531750153,Regular,2019-08-16,USA,Houston,18-24,M,English
514933060,Regular,2019-04-10,USA,New York,25-34,F,English
552552067,New,2019-07-18,USA,Chicago,45-54,M,English
513840435,High-Value,2019-07-01,USA,Los Angeles,25-34,M,English
522806189,Regular,2017-10-31,Italy,Milan,45-54,F,Italy
515744951,New,2017-10-31,Italy,Rome,25-34,F,Italy
518471395,Occasional,2019-05-05,Japan,Kyoto,45-54,M,Japan
521149112,Occasional,2019-08-30,Germany,Frankfurt,18-24,F,Germany
512656281,High-Value,2019-06-12,Canada,Montreal,25-34,F,Canada
518462319,New,2019-10-15,USA,New York,35-44,M,English
552469659,New,2019-08-18,Germany,Hamburg,25-34,F,Germany
513275557,Regular,2019-08-18,Spain,Barcelona,25-34,M,Spain
516461845,Regular,2019-09-17,USA,New York,55+,M,English
516838506,Occasional,2019-09-19,USA,New York,35-44,F,English
524983977,New,2019-05-23,Australia,Melbourne,18-24,M,Australia
512723795,At-Risk,2019-08-21,UK,London,18-24,F,UK
522832272,Regular,2019-04-28,USA,Chicago,25-34,F,English
515547943,New,2019-08-19,USA,New York,35-44,M,English
525087736,High-Value,2019-10-08,Italy,Naples,25-34,F,Italy
539538500,New,2019-05-28,France,Marseille,18-24,M,France
554151503,Regular,2019-07-13,Germany,Hamburg,25-34,M,Germany
552795065,High-Value,2018-12-10,Australia,Perth,25-34,F,Australia
547041231,Occasional,2019-04-10,USA,New York,55+,F,English
554193409,Regular,2019-01-04,USA,New York,55+,Other,English
519829701,Regular,2019-03-27,Germany,Hamburg,35-44,F,Germany
548607338,Occasional,2019-06-22,UK,Manchester,25-34,F,UK
552584835,Occasional,2019-03-06,Japan,Nagoya,25-34,M,Japan
550474592,Regular,2019-08-25,Australia,Brisbane,45-54,M,Australia
552985520,Regular,2019-03-16,USA,Houston,55+,F,English
518060648,Regular,2019-03-10,Italy,Rome,25-34,F,Italy
519194796,Regular,2018-08-06,USA,New York,25-34,M,English
512602434,Regular,2019-09-10,UK,Liverpool,25-34,Other,UK
547290577,Regular,2018-12-29,USA,Chicago,55+,M,English
514591159,Occasional,2018-09-29,USA,Houston,45-54,M,English
519791231,Regular,2019-10-19,Italy,Florence,25-34,F,Italy
535977220,Regular,2019-01-03,USA,Houston,35-44,M,English
502372361,At-Risk,2019-10-30,Canada,Ottawa,35-44,Other,Canada
520775875,Regular,2019-09-15,Spain,Seville,18-24,F,Spain
513231972,Regular,2019-09-07,Japan,Tokyo,18-24,F,Japan
513881159,At-Risk,2019-01-31,Japan,Nagoya,25-34,F,Japan
550121407,New,2019-10-27,Australia,Perth,55+,F,Australia
552373753,Regular,2018-10-28,USA,Phoenix,25-34,F,English
520002471,Regular,2019-05-04,Germany,Hamburg,35-44,F,Germany
555448033,Occasional,2019-10-23,Italy,Milan,25-34,M,Italy
513173999,Regular,2018-11-23,USA,Chicago,25-34,M,English
523208885,Occasional,2019-09-22,USA,Los Angeles,18-24,F,English
537858238,New,2019-08-26,Germany,Cologne,45-54,F,Germany
555448236,Regular,2019-05-16,Italy,Naples,45-54,M,Italy
545463465,New,2019-06-08,USA,Chicago,25-34,M,English
514731990,Occasional,2019-09-12,Australia,Melbourne,35-44,F,Australia
530659801,At-Risk,2019-06-30,UK,Liverpool,45-54,M,UK
541414887,High-Value,2019-08-09,Australia,Melbourne,35-44,M,Australia
521016406,Occasional,2019-07-12,Spain,Madrid,35-44,F,Spain
522487767,Regular,2019-06-10,Canada,Ottawa,25-34,M,Canada
555444779,High-Value,2019-10-30,Australia,Melbourne,18-24,F,Australia
513917244,Occasional,2019-09-07,USA,Phoenix,55+,F,English
544873648,Regular,2019-09-03,UK,Liverpool,25-34,F,UK
520575653,Regular,2019-02-03,UK,Glasgow,55+,M,UK
553638632,Occasional,2019-09-20,USA,Phoenix,35-44,F,English
544647372,High-Value,2019-06-18,Japan,Nagoya,25-34,M,Japan
553937622,Occasional,2019-04-08,USA,Houston,25-34,F,English
555448295,Occasional,2018-06-26,Germany,Berlin,25-34,M,Germany
533940457,Occasional,2018-09-24,France,Lyon,35-44,F,France
555448302,Occasional,2019-09-04,France,Nice,18-24,F,France
555332717,At-Risk,2019-10-15,France,Nice,25-34,M,France
513573912,High-Value,2018-10-29,UK,Glasgow,18-24,F,UK
553365818,New,2019-08-21,Spain,Barcelona,18-24,F,Spain
512533331,At-Risk,2019-10-01,Spain,Valencia,25-34,M,Spain
518090724,At-Risk,2019-06-27,Italy,Rome,45-54,M,Italy
555373493,New,2018-11-30,France,Nice,18-24,M,France
555448298,Occasional,2018-09-25,Germany,Munich,25-34,F,Germany
513188795,At-Risk,2019-08-23,USA,Houston,35-44,F,English
524601178,Occasional,2019-09-14,Germany,Munich,25-34,F,Germany
522453283,Occasional,2019-06-11,USA,Los Angeles,25-34,M,English
549873631,Occasional,2019-04-24,Australia,Adelaide,45-54,M,Australia
534574204,Regular,2019-10-07,Canada,Toronto,25-34,F,Canada
515483851,High-Value,2019-09-19,Italy,Milan,25-34,M,Italy
518171610,Regular,2019-06-21,Germany,Berlin,35-44,M,Germany
555448105,High-Value,2019-06-11,USA,Phoenix,18-24,M,English
555445029,Occasional,2019-08-09,USA,Houston,55+,F,English
515433316,Occasional,2019-06-30,Italy,Naples,35-44,Other,Italy
530239208,Regular,2019-02-11,USA,Los Angeles,45-54,M,English
553079594,New,2019-07-16,UK,London,45-54,M,UK
549741048,Occasional,2019-07-25,USA,Los Angeles,55+,M,English
541290249,Occasional,2019-05-03,Germany,Cologne,25-34,M,Germany
513205415,New,2019-04-13,France,Nice,35-44,F,France
549914661,Regular,2019-08-04,UK,Birmingham,18-24,M,UK
547949682,Occasional,2019-07-10,Spain,Barcelona,35-44,M,Spain
554255295,At-Risk,2019-10-26,Spain,Valencia,55+,M,Spain
513993300,Regular,2019-10-11,USA,Los Angeles,18-24,M,English
474832046,At-Risk,2017-10-31,Australia,Melbourne,25-34,M,Australia
518174189,High-Value,2019-08-19,Brazil,São Paulo,25-34,F,Brazil
546407483,New,2019-06-27,Australia,Adelaide,35-44,F,Australia
551125341,High-Value,2017-12-25,USA,Chicago,18-24,M,English
514018346,Occasional,2019-10-31,Australia,Melbourne,35-44,M,Australia
527776076,Occasional,2019-09-02,USA,New York,45-54,M,English
514892181,New,2019-09-20,Germany,Munich,25-34,M,Germany
554754531,New,2019-08-22,USA,Los Angeles,25-34,M,English
542418394,New,2019-07-21,Brazil,São Paulo,45-54,M,Brazil
536517962,Occasional,2019-02-09,USA,Houston,45-54,F,English
512637377,High-Value,2019-06-15,Brazil,Salvador,25-34,M,Brazil
548691404,Occasional,2019-05-21,Germany,Frankfurt,25-34,M,Germany
548911890,New,2018-12-07,USA,New York,25-34,M,English
554935393,Occasional,2018-12-28,Italy,Milan,25-34,M,Italy
551563536,Occasional,2019-10-07,Germany,Hamburg,45-54,M,Germany
545196189,At-Risk,2019-10-18,France,Lyon,55+,M,France
555448677,Occasional,2019-04-28,UK,Glasgow,35-44,Other,UK
544413201,Occasional,2018-07-16,USA,Los Angeles,35-44,F,English
513614895,At-Risk,2019-01-23,Italy,Florence,25-34,F,Italy
554721115,High-Value,2018-11-10,Italy,Milan,18-24,F,Italy
524325294,At-Risk,2019-07-07,Spain,Valencia,25-34,F,Spain
555448686,New,2019-04-10,USA,Phoenix,45-54,M,English
554240006,Occasional,2018-08-26,France,Lyon,35-44,F,France
513413322,New,2018-05-12,USA,Phoenix,25-34,F,English
543624132,Occasional,2019-08-29,Spain,Seville,25-34,F,Spain
514081156,Occasional,2019-03-24,Australia,Brisbane,25-34,F,Australia
553420432,High-Value,2019-10-08,USA,Houston,18-24,M,English
555448601,Occasional,2019-02-15,Canada,Toronto,25-34,M,Canada
512800119,At-Risk,2019-07-19,USA,Los Angeles,25-34,F,English
555448675,Regular,2019-10-05,UK,Liverpool,45-54,M,UK
551748159,Regular,2019-06-18,Japan,Yokohama,25-34,F,Japan
554749645,At-Risk,2019-03-06,Japan,Kyoto,25-34,M,Japan
554242017,Occasional,2019-09-06,UK,Birmingham,35-44,F,UK
519650915,New,2019-02-28,Spain,Barcelona,18-24,F,Spain
513781008,Occasional,2018-12-02,Spain,Valencia,25-34,M,Spain
520572421,Regular,2019-10-13,Germany,Cologne,35-44,F,Germany
554499880,Regular,2018-07-10,USA,Houston,35-44,M,English
527578593,New,2019-08-29,USA,Chicago,25-34,F,English
548451502,New,2019-07-25,Spain,Valencia,45-54,M,Spain
513347345,Regular,2018-12-23,Brazil,Fortaleza,35-44,F,Brazil
530839091,Regular,2017-10-31,USA,Los Angeles,35-44,M,English
540148826,Occasional,2019-10-23,Canada,Montreal,18-24,F,Canada
551258664,Regular,2019-08-22,France,Lyon,45-54,M,France
555448573,Regular,2019-04-04,USA,New York,45-54,F,English
513659224,At-Risk,2019-07-18,USA,Phoenix,18-24,Other,English
523363731,Regular,2019-10-22,USA,Houston,25-34,F,English
516036709,New,2019-09-19,USA,Phoenix,35-44,M,English
539309755,Regular,2018-08-01,Italy,Milan,45-54,M,Italy
528110008,New,2019-09-06,Italy,Rome,35-44,M,Italy
518385167,Occasional,2019-08-22,Italy,Florence,35-44,M,Italy
545614508,At-Risk,2019-10-29,Australia,Sydney,35-44,F,Australia
533624186,Occasional,2019-08-17,Italy,Turin,45-54,F,Italy
536741384,Regular,2019-07-18,Italy,Florence,25-34,M,Italy
550778224,High-Value,2019-06-27,France,Marseille,35-44,F,France
545018303,Regular,2019-08-26,UK,Glasgow,35-44,F,UK
518017111,Regular,2019-09-24,USA,Houston,18-24,M,English
536717045,Regular,2019-04-20,Spain,Bilbao,18-24,F,Spain
552829049,Regular,2019-09-01,USA,Chicago,35-44,F,English
513026356,Regular,2019-09-22,Australia,Adelaide,18-24,M,Australia
542083227,Regular,2019-09-23,Australia,Melbourne,45-54,F,Australia
523185540,Regular,2019-08-25,France,Paris,25-34,F,France
514885553,Regular,2019-01-18,USA,Phoenix,25-34,F,English
515562081,Regular,2019-07-04,USA,Phoenix,25-34,M,English
547185351,Occasional,2019-09-15,Germany,Cologne,35-44,F,Germany
555448816,New,2019-08-04,UK,Glasgow,35-44,F,UK
521028154,Occasional,2019-10-14,USA,New York,55+,F,English
530572695,New,2019-07-22,USA,Houston,45-54,M,English
521997271,Occasional,2019-06-20,USA,Los Angeles,25-34,F,English
535214649,Occasional,2019-08-20,Australia,Melbourne,18-24,F,Australia
515489582,High-Value,2019-06-21,France,Marseille,25-34,M,France
555448682,Occasional,2019-01-11,USA,Chicago,35-44,F,English
550315928,Regular,2019-09-06,France,Paris,55+,F,France
513672084,Occasional,2019-04-14,Spain,Seville,55+,M,Spain
555448909,Occasional,2017-10-31,Canada,Vancouver,45-54,M,Canada
555448864,Occasional,2019-10-15,Spain,Madrid,45-54,F,Spain
543367069,Occasional,2019-10-06,Canada,Vancouver,25-34,M,Canada
518968885,At-Risk,2017-10-31,Spain,Madrid,35-44,M,Spain
555083442,Regular,2018-11-10,USA,New York,55+,M,English
549615292,Regular,2019-08-27,USA,Los Angeles,35-44,F,English
555448821,High-Value,2017-10-31,Italy,Milan,45-54,F,Italy
513705856,Regular,2018-12-31,Germany,Berlin,45-54,F,Germany
555359498,At-Risk,2019-05-13,USA,Los Angeles,25-34,M,English
552652462,Occasional,2019-09-25,USA,Chicago,35-44,F,English
543924190,Occasional,2019-02-18,USA,Phoenix,35-44,F,English
552365695,Regular,2018-07-27,UK,Manchester,18-24,M,UK
513754510,At-Risk,2018-02-05,France,Nice,25-34,M,France
555448939,New,2019-09-06,Canada,Ottawa,35-44,M,Canada
516315346,Occasional,2019-09-11,Canada,Toronto,55+,F,Canada
520181710,Regular,2019-08-22,Italy,Naples,45-54,F,Italy
549736688,Occasional,2018-11-16,Spain,Bilbao,25-34,M,Spain
549210853,Occasional,2019-10-19,Australia,Adelaide,35-44,M,Australia
545807829,High-Value,2019-03-16,Japan,Yokohama,35-44,M,Japan
537949394,High-Value,2019-09-22,Spain,Bilbao,45-54,F,Spain
541766746,Regular,2019-10-30,Australia,Adelaide,45-54,F,Australia
555449072,At-Risk,2018-11-24,France,Lyon,25-34,M,France
555449100,New,2019-03-12,France,Marseille,25-34,M,France
529394039,High-Value,2019-09-10,Germany,Frankfurt,45-54,M,Germany
516331621,Regular,2019-10-19,France,Paris,25-34,F,France
520694813,Occasional,2019-08-27,France,Toulouse,45-54,F,France
555283946,Regular,2019-10-26,Brazil,São Paulo,35-44,F,Brazil
492905279,Regular,2019-10-01,France,Lyon,25-34,F,France
512986580,New,2019-02-12,USA,New York,45-54,F,English
547200172,New,2019-08-10,USA,Houston,45-54,M,English
543675827,Regular,2018-02-04,France,Nice,45-54,F,France
547324534,Occasional,2019-07-07,France,Toulouse,25-34,F,France
555449183,Occasional,2018-09-20,Italy,Turin,18-24,M,Italy
547701938,High-Value,2019-07-07,USA,New York,35-44,F,English
540920424,High-Value,2019-10-20,UK,Liverpool,18-24,M,UK
538851765,Regular,2019-03-16,Italy,Florence,25-34,M,Italy
526575497,Regular,2019-03-20,USA,Houston,18-24,F,English
555449242,Regular,2019-07-06,Canada,Vancouver,35-44,F,Canada
521423700,High-Value,2019-04-30,Canada,Montreal,35-44,M,Canada
555449248,Regular,2019-08-07,Spain,Valencia,45-54,F,Spain
555442465,Occasional,2019-04-23,UK,Manchester,45-54,F,UK
549395283,Regular,2019-08-15,USA,Phoenix,45-54,M,English
549389315,High-Value,2019-10-31,UK,London,35-44,F,UK
548691513,Regular,2019-06-06,USA,Chicago,35-44,F,English
512521849,At-Risk,2019-10-31,Germany,Munich,35-44,M,Germany
551382032,Regular,2019-06-10,USA,Phoenix,45-54,M,English
512521720,At-Risk,2018-07-02,USA,Chicago,18-24,M,English
524515532,Occasional,2019-08-03,France,Paris,25-34,M,France
546070834,Regular,2018-02-15,Germany,Munich,45-54,M,Germany
555449266,Occasional,2019-08-24,Japan,Yokohama,45-54,F,Japan
547570198,New,2019-10-19,UK,Birmingham,18-24,M,UK
536942785,Occasional,2019-03-12,USA,Los Angeles,18-24,F,English
516982221,Regular,2019-06-10,Italy,Rome,45-54,F,Italy
512424587,Regular,2019-05-08,Italy,Milan,25-34,M,Italy
517784197,High-Value,2019-07-05,UK,Glasgow,45-54,F,UK
518787501,Regular,2019-09-21,Italy,Turin,35-44,F,Italy
515299222,New,2019-08-24,Germany,Berlin,35-44,M,Germany
519284011,Regular,2019-07-17,Italy,Naples,25-34,M,Italy
516611181,Occasional,2019-10-15,UK,Liverpool,18-24,F,UK
532368745,At-Risk,2019-08-20,France,Lyon,45-54,F,France
516682007,High-Value,2019-06-24,Germany,Munich,25-34,Other,Germany
529199653,Occasional,2019-05-31,Spain,Bilbao,25-34,M,Spain
555418714,Occasional,2019-06-12,Germany,Berlin,25-34,M,Germany
547093079,Regular,2019-03-29,Australia,Brisbane,25-34,F,Australia
512445078,Regular,2019-09-15,Japan,Tokyo,25-34,F,Japan
554613741,Occasional,2019-02-19,UK,Birmingham,18-24,F,UK
529203333,Regular,2019-09-14,Germany,Berlin,35-44,M,Germany
515650236,New,2019-10-16,UK,Manchester,45-54,F,UK
546343539,Occasional,2019-08-31,Australia,Melbourne,35-44,F,Australia
550681678,Occasional,2019-07-15,Canada,Toronto,25-34,F,Canada
555242158,Occasional,2019-02-11,Italy,Rome,18-24,F,Italy
550645797,Occasional,2019-04-02,USA,New York,25-34,F,English
513328065,New,2019-06-07,France,Lyon,35-44,M,France
542293212,High-Value,2019-04-09,USA,New York,35-44,F,English
519781511,New,2019-08-19,USA,Phoenix,18-24,F,English
555223122,High-Value,2019-07-20,USA,New York,25-34,M,English
540156659,Occasional,2019-06-02,USA,Chicago,25-34,M,English
520915404,At-Risk,2018-10-08,Italy,Milan,45-54,M,Italy
520620386,Regular,2017-11-05,UK,Manchester,25-34,M,UK
554373663,New,2018-05-15,Canada,Toronto,25-34,F,Canada
549451834,High-Value,2019-06-24,Italy,Florence,35-44,M,Italy
530434810,Regular,2019-10-23,Japan,Nagoya,35-44,M,Japan
524861238,New,2019-07-15,Australia,Melbourne,55+,F,Australia
512718641,Regular,2019-10-07,UK,Liverpool,25-34,M,UK
549305293,New,2018-10-11,UK,London,55+,M,UK
545623354,High-Value,2018-12-06,Italy,Turin,25-34,F,Italy
551508458,Occasional,2019-10-11,UK,Birmingham,25-34,M,UK
516357527,Occasional,2018-09-11,USA,Los Angeles,25-34,F,English
515333223,Occasional,2019-01-03,Australia,Adelaide,45-54,Other,Australia
552054472,At-Risk,2019-02-04,Germany,Frankfurt,45-54,F,Germany
529877803,New,2019-09-15,Germany,Berlin,25-34,F,Germany
549514254,High-Value,2019-10-05,USA,Houston,35-44,M,English
531825570,New,2019-07-30,USA,Los Angeles,18-24,M,English
554499351,Regular,2019-08-26,Italy,Florence,55+,F,Italy
554973194,New,2019-02-15,France,Toulouse,25-34,M,France
554089031,High-Value,2019-09-01,UK,Birmingham,45-54,F,UK
523755875,At-Risk,2019-08-04,Italy,Naples,55+,M,Italy
526073529,High-Value,2018-10-17,USA,Chicago,18-24,F,English
555342558,New,2019-07-17,Germany,Frankfurt,18-24,F,Germany
555372113,Regular,2019-06-01,UK,Manchester,35-44,F,UK
550726787,Occasional,2019-04-06,France,Marseille,25-34,F,France
554501868,Regular,2019-09-11,Brazil,Fortaleza,18-24,M,Brazil
554963722,Occasional,2018-11-04,Germany,Frankfurt,45-54,F,Germany
549213985,Regular,2019-10-12,France,Marseille,35-44,F,France
552148505,Regular,2018-11-24,Germany,Frankfurt,35-44,F,Germany
546159215,Regular,2019-07-30,Germany,Munich,25-34,Other,Germany
513452474,Regular,2018-11-06,Italy,Milan,25-34,F,Italy
536077184,Regular,2019-05-23,Australia,Adelaide,18-24,M,Australia
555320835,Regular,2019-08-19,UK,Glasgow,18-24,M,UK
536299084,Regular,2019-07-20,France,Toulouse,25-34,F,France
555028811,Regular,2019-09-17,USA,Houston,45-54,M,English
555135119,Regular,2018-09-11,USA,Phoenix,35-44,F,English
555111912,Occasional,2019-07-11,Australia,Adelaide,45-54,M,Australia
548253067,Occasional,2017-10-31,Canada,Toronto,25-34,M,Canada
544092181,High-Value,2019-10-25,Canada,Ottawa,25-34,M,Canada
532131039,Regular,2019-10-27,Germany,Frankfurt,25-34,M,Germany
542324314,Regular,2019-07-29,USA,Houston,25-34,F,English
555321388,Regular,2019-07-12,Germany,Munich,45-54,F,Germany
541618048,Occasional,2018-10-03,Japan,Kyoto,35-44,F,Japan
516599324,At-Risk,2019-08-10,Canada,Ottawa,25-34,F,Canada
554570170,Occasional,2019-10-12,Canada,Montreal,45-54,F,Canada
537128852,Occasional,2018-09-24,USA,Los Angeles,35-44,F,English
550605420,Occasional,2019-03-14,USA,Houston,35-44,F,English
527209169,New,2019-04-02,USA,Houston,35-44,M,English
543907814,At-Risk,2019-04-29,UK,London,45-54,M,UK
512611210,Occasional,2019-07-15,Germany,Berlin,25-34,F,Germany
550728003,Occasional,2019-09-04,UK,Birmingham,45-54,F,UK
541508474,Occasional,2019-08-01,Japan,Kyoto,25-34,F,Japan
537311224,Occasional,2017-10-31,Brazil,Rio de Janeiro,55+,M,Brazil
553530371,High-Value,2019-10-24,Germany,Cologne,18-24,M,Germany
539412883,Regular,2019-08-18,USA,Chicago,25-34,M,English
554906095,Occasional,2019-10-22,USA,Phoenix,25-34,F,English
523173209,Occasional,2019-03-14,USA,Los Angeles,45-54,F,English
537742213,Occasional,2019-07-05,USA,Houston,18-24,F,English
552286125,Regular,2018-08-08,UK,Birmingham,25-34,Other,UK
477121012,High-Value,2019-10-02,Canada,Ottawa,25-34,F,Canada
553699656,New,2019-09-14,USA,Los Angeles,25-34,M,English
555338559,Occasional,2018-07-18,USA,Chicago,25-34,F,English
516217053,Regular,2019-09-08,UK,Glasgow,25-34,F,UK
539045390,High-Value,2019-06-03,France,Marseille,18-24,F,France
554585192,Regular,2018-12-24,USA,Los Angeles,55+,M,English
518320554,New,2019-06-10,Australia,Sydney,18-24,F,Australia
554343375,New,2019-07-14,USA,Chicago,18-24,F,English
554220159,Occasional,2019-03-27,Spain,Valencia,25-34,M,Spain
536847651,New,2019-10-14,France,Nice,25-34,F,France
538645409,Regular,2019-09-25,USA,New York,25-34,M,English
555111746,At-Risk,2019-07-21,USA,New York,18-24,F,English
543296909,Occasional,2019-07-03,UK,London,35-44,F,UK
555313650,Regular,2018-06-30,France,Lyon,18-24,M,France
551304874,Occasional,2019-10-28,USA,Phoenix,45-54,M,English
545505929,New,2019-06-03,Japan,Nagoya,55+,M,Japan
521245875,Regular,2017-11-19,France,Paris,18-24,M,France
550048842,New,2019-08-13,USA,Houston,55+,F,English
516285392,New,2019-08-15,USA,Phoenix,35-44,F,English
555358593,At-Risk,2019-08-07,Germany,Munich,35-44,M,Germany
527243711,At-Risk,2019-05-12,Australia,Melbourne,25-34,M,Australia
549984018,New,2018-12-09,UK,Manchester,35-44,F,UK
537942788,New,2019-10-04,UK,Manchester,45-54,M,UK
542645569,Regular,2018-04-26,USA,Houston,25-34,M,English
555353307,New,2019-09-10,Germany,Hamburg,55+,M,Germany
554746974,Regular,2018-08-29,USA,Los Angeles,25-34,M,English
532642720,High-Value,2018-11-02,USA,Chicago,18-24,F,English
544589980,Occasional,2019-05-15,Canada,Vancouver,35-44,F,Canada
542718671,High-Value,2019-09-10,Spain,Seville,35-44,F,Spain
522382616,Occasional,2019-08-18,France,Paris,35-44,M,France
