user_id,user_segment,registration_date,country,city,age_group,gender,preferred_language
128,Regular,2019-05-08,UK,Glasgow,18-24,F,UK
129,New,2019-09-09,Australia,Brisbane,25-34,F,Australia
130,Occasional,2019-09-23,UK,London,18-24,M,UK
131,Regular,2019-10-08,Australia,Melbourne,18-24,F,Australia
132,At-Risk,2019-08-08,France,Paris,25-34,F,France
133,New,2018-08-07,USA,Chicago,35-44,F,English
134,Occasional,2019-10-21,Germany,Berlin,35-44,F,Germany
135,Occasional,2017-10-31,Australia,Perth,25-34,F,Australia
136,Regular,2019-03-15,UK,London,18-24,F,UK
137,High-Value,2019-09-03,UK,Liverpool,55+,F,UK
138,Regular,2019-09-18,UK,Birmingham,25-34,M,UK
139,At-Risk,2019-04-02,UK,Manchester,45-54,M,UK
140,Regular,2019-08-26,Spain,Madrid,55+,M,Spain
141,Regular,2019-09-27,Canada,Vancouver,25-34,F,Canada
142,New,2019-08-20,France,Paris,25-34,F,France
143,Occasional,2019-07-29,France,Toulouse,25-34,F,France
144,Regular,2019-10-26,USA,Houston,35-44,M,English
145,At-Risk,2018-01-16,Italy,Florence,25-34,F,Italy
146,Occasional,2019-08-27,USA,Chicago,35-44,M,English
147,Regular,2019-04-23,UK,Liverpool,25-34,M,UK
148,Occasional,2018-11-18,Italy,Rome,25-34,F,Italy
149,High-Value,2019-06-15,USA,Chicago,18-24,F,English
150,Occasional,2019-04-08,Spain,Barcelona,45-54,F,Spain
151,At-Risk,2019-03-27,Italy,Turin,55+,M,Italy
152,New,2019-07-11,Canada,Montreal,25-34,M,Canada
153,New,2019-10-08,USA,Phoenix,25-34,F,English
154,Occasional,2019-05-10,Germany,Munich,25-34,F,Germany
155,Regular,2019-05-22,UK,Manchester,35-44,F,UK
156,Regular,2017-10-31,USA,Los Angeles,25-34,F,English
157,Occasional,2019-09-21,Italy,Florence,18-24,F,Italy
158,Occasional,2018-08-08,France,Toulouse,18-24,M,France
159,New,2018-04-14,Australia,Perth,25-34,F,Australia
160,Regular,2019-06-16,Australia,Brisbane,18-24,F,Australia
161,High-Value,2019-07-25,Japan,Osaka,25-34,F,Japan
162,Regular,2019-09-03,Italy,Naples,35-44,F,Italy
163,Occasional,2019-08-17,USA,New York,55+,M,English
164,Regular,2018-12-27,France,Marseille,18-24,M,France
165,Occasional,2018-09-17,Australia,Melbourne,35-44,F,Australia
166,At-Risk,2019-04-28,USA,New York,25-34,F,English
167,Occasional,2018-10-13,USA,Los Angeles,55+,Other,English
168,New,2018-12-24,Spain,Valencia,25-34,M,Spain
169,At-Risk,2019-01-26,UK,Birmingham,18-24,M,UK
170,At-Risk,2018-06-26,France,Lyon,18-24,M,France
171,Occasional,2019-03-04,Japan,Yokohama,18-24,F,Japan
172,High-Value,2019-05-02,Australia,Adelaide,35-44,F,Australia
173,High-Value,2018-11-26,Australia,Sydney,25-34,F,Australia
174,At-Risk,2019-05-02,USA,Houston,25-34,F,English
175,New,2017-11-29,Italy,Rome,35-44,M,Italy
176,Regular,2019-05-30,France,Toulouse,18-24,M,France
177,Regular,2018-07-27,France,Nice,25-34,F,France
178,New,2019-08-27,Australia,Perth,45-54,F,Australia
179,New,2018-12-13,USA,New York,35-44,F,English
180,New,2019-04-01,Brazil,Fortaleza,25-34,Other,Brazil
181,Regular,2019-01-12,USA,Chicago,35-44,M,English
182,New,2019-08-06,Germany,Munich,25-34,F,Germany
183,New,2019-06-10,Spain,Barcelona,25-34,M,Spain
184,New,2018-10-19,UK,Manchester,18-24,Other,UK
185,High-Value,2019-08-05,Italy,Rome,45-54,F,Italy
186,Regular,2019-09-13,France,Lyon,45-54,F,France
187,At-Risk,2019-01-13,Brazil,Salvador,25-34,M,Brazil
188,Regular,2019-07-30,Australia,Sydney,55+,F,Australia
189,Occasional,2019-02-02,UK,Glasgow,25-34,F,UK
190,New,2019-10-03,Japan,Nagoya,18-24,F,Japan
191,New,2019-06-28,UK,Manchester,25-34,M,UK
192,New,2019-07-05,Italy,Naples,25-34,M,Italy
193,Occasional,2018-09-06,UK,Liverpool,35-44,M,UK
194,New,2019-07-16,UK,London,25-34,F,UK
195,Regular,2019-08-17,France,Nice,25-34,F,France
196,Regular,2019-04-07,Italy,Naples,18-24,F,Italy
197,Occasional,2019-09-26,USA,Phoenix,25-34,M,English
198,Regular,2019-03-20,Italy,Milan,25-34,F,Italy
199,Regular,2019-10-21,Germany,Frankfurt,25-34,M,Germany
200,Occasional,2019-07-27,Japan,Kyoto,35-44,F,Japan
201,Occasional,2019-10-20,USA,Phoenix,35-44,M,English
202,Occasional,2019-05-27,USA,New York,35-44,M,English
203,New,2019-10-08,Italy,Milan,18-24,F,Italy
204,Occasional,2019-06-09,Italy,Milan,35-44,F,Italy
205,New,2019-08-18,Japan,Tokyo,55+,M,Japan
206,High-Value,2019-05-25,USA,New York,25-34,M,English
207,Occasional,2019-03-22,UK,Liverpool,45-54,M,UK
208,High-Value,2017-12-07,UK,Birmingham,45-54,F,UK
209,Occasional,2018-07-24,Australia,Perth,45-54,M,Australia
210,At-Risk,2018-07-05,Canada,Calgary,25-34,F,Canada
211,New,2019-08-29,UK,Manchester,45-54,M,UK
212,Regular,2019-05-18,USA,New York,25-34,M,English
213,Regular,2019-09-04,USA,Houston,25-34,M,English
214,High-Value,2019-06-20,USA,New York,35-44,F,English
215,Regular,2019-09-02,France,Lyon,25-34,M,France
216,High-Value,2019-09-15,USA,Chicago,25-34,M,English
217,Occasional,2019-10-15,UK,Glasgow,25-34,F,UK
218,New,2019-08-14,Spain,Madrid,25-34,M,Spain
219,At-Risk,2018-02-28,USA,Houston,35-44,M,English
220,Regular,2019-08-09,Spain,Seville,25-34,F,Spain
221,Occasional,2019-09-22,USA,Houston,18-24,F,English
222,New,2018-03-14,France,Marseille,25-34,Other,France
223,Occasional,2019-02-24,USA,New York,55+,F,English
224,High-Value,2018-12-27,Italy,Turin,25-34,M,Italy
225,Regular,2018-06-29,Brazil,Salvador,55+,M,Brazil
226,Occasional,2017-11-25,Canada,Montreal,18-24,M,Canada
227,Occasional,2019-10-26,Canada,Vancouver,55+,M,Canada
228,Regular,2019-05-16,USA,Houston,18-24,F,English
229,Occasional,2019-08-07,Germany,Hamburg,45-54,F,Germany
230,Occasional,2018-12-29,Italy,Turin,45-54,M,Italy
231,Regular,2019-07-29,Australia,Sydney,25-34,F,Australia
232,Regular,2019-06-26,USA,Houston,35-44,M,English
233,Regular,2017-10-31,France,Nice,45-54,F,France
234,Occasional,2019-05-27,UK,Manchester,45-54,F,UK
235,At-Risk,2019-10-22,UK,Glasgow,55+,M,UK
236,Regular,2019-08-14,France,Paris,35-44,M,France
237,Occasional,2018-07-21,Canada,Vancouver,25-34,M,Canada
238,Occasional,2019-08-17,France,Lyon,18-24,F,France
239,Regular,2019-08-01,USA,Los Angeles,35-44,F,English
240,Regular,2018-06-27,Spain,Valencia,35-44,F,Spain
241,New,2019-06-24,Italy,Milan,25-34,M,Italy
242,New,2019-09-25,Brazil,Brasília,25-34,M,Brazil
243,At-Risk,2019-08-13,Germany,Frankfurt,45-54,M,Germany
244,Regular,2018-12-24,UK,Glasgow,45-54,M,UK
245,Occasional,2019-09-24,UK,Glasgow,45-54,M,UK
246,Regular,2019-07-10,France,Nice,18-24,M,France
247,Occasional,2019-09-07,UK,Liverpool,18-24,F,UK
248,Occasional,2019-05-28,France,Paris,35-44,F,France
249,Regular,2019-09-27,France,Lyon,35-44,M,France
250,Regular,2018-12-15,Brazil,Salvador,55+,F,Brazil
251,Regular,2019-05-14,Australia,Sydney,55+,M,Australia
252,Occasional,2019-01-16,France,Marseille,25-34,F,France
253,Regular,2019-01-15,USA,Los Angeles,25-34,M,English
254,Regular,2019-06-30,UK,Liverpool,25-34,F,UK
255,New,2018-12-20,Italy,Rome,18-24,M,Italy
256,Regular,2019-08-25,USA,Chicago,45-54,F,English
257,High-Value,2018-12-01,USA,Phoenix,35-44,F,English
258,At-Risk,2018-12-11,UK,London,25-34,F,UK
259,Regular,2019-05-15,USA,Phoenix,25-34,M,English
260,Occasional,2019-01-01,Germany,Hamburg,55+,F,Germany
261,Occasional,2018-10-25,USA,Chicago,25-34,M,English
262,Regular,2019-10-08,Australia,Sydney,55+,M,Australia
263,Occasional,2019-04-19,Canada,Vancouver,55+,M,Canada
264,Regular,2019-07-07,Spain,Barcelona,18-24,M,Spain
265,High-Value,2018-10-24,USA,Houston,25-34,F,English
266,Regular,2018-07-12,Australia,Adelaide,35-44,F,Australia
267,Regular,2019-09-19,Spain,Madrid,25-34,M,Spain
268,High-Value,2019-04-09,Spain,Madrid,25-34,F,Spain
269,Occasional,2018-09-28,Canada,Ottawa,35-44,F,Canada
270,High-Value,2019-02-16,Italy,Milan,35-44,F,Italy
271,Occasional,2018-04-23,USA,Los Angeles,35-44,M,English
272,At-Risk,2018-12-07,Japan,Osaka,25-34,F,Japan
273,New,2019-02-25,Australia,Brisbane,35-44,M,Australia
274,New,2019-10-20,Australia,Brisbane,25-34,F,Australia
275,Occasional,2018-09-29,USA,Houston,25-34,M,English
276,Occasional,2019-07-09,USA,Los Angeles,25-34,F,English
277,Occasional,2019-10-16,USA,Chicago,35-44,M,English
278,Regular,2019-08-24,USA,Phoenix,55+,F,English
279,Occasional,2019-04-06,Canada,Ottawa,25-34,F,Canada
280,High-Value,2019-02-15,Germany,Hamburg,45-54,F,Germany
281,Occasional,2019-06-22,UK,Liverpool,45-54,F,UK
282,Regular,2019-05-12,Italy,Florence,55+,M,Italy
283,At-Risk,2019-06-14,USA,Chicago,55+,M,English
284,High-Value,2019-07-26,UK,Glasgow,25-34,M,UK
285,New,2019-07-12,Spain,Bilbao,35-44,Other,Spain
286,At-Risk,2019-07-31,Canada,Montreal,25-34,M,Canada
287,Occasional,2019-09-20,France,Marseille,55+,F,France
288,Regular,2019-10-26,France,Lyon,35-44,M,France
289,High-Value,2019-07-24,Japan,Kyoto,18-24,F,Japan
290,Regular,2018-09-22,Australia,Adelaide,25-34,Other,Australia
291,Occasional,2019-07-16,Brazil,Rio de Janeiro,35-44,F,Brazil
292,Regular,2019-09-19,UK,Glasgow,35-44,Other,UK
293,Occasional,2019-09-14,USA,Los Angeles,25-34,M,English
294,Occasional,2017-10-31,Japan,Nagoya,25-34,F,Japan
295,Regular,2019-08-25,USA,Los Angeles,45-54,M,English
296,Occasional,2019-05-19,UK,London,45-54,M,UK
297,Occasional,2019-02-11,USA,New York,35-44,M,English
298,Occasional,2019-07-01,Italy,Florence,45-54,F,Italy
299,Occasional,2019-06-28,UK,Birmingham,25-34,M,UK
300,Regular,2018-12-31,Germany,Munich,45-54,M,Germany
301,At-Risk,2019-04-06,USA,Houston,35-44,M,English
302,New,2019-03-07,Australia,Brisbane,45-54,F,Australia
303,New,2019-10-20,USA,Phoenix,25-34,M,English
304,Regular,2019-02-18,Japan,Kyoto,25-34,M,Japan
305,New,2019-08-27,France,Lyon,18-24,M,France
306,Occasional,2019-06-04,USA,Houston,45-54,F,English
307,Occasional,2018-01-19,France,Lyon,35-44,M,France
308,High-Value,2019-09-20,France,Lyon,35-44,F,France
309,New,2019-05-17,France,Lyon,35-44,F,France
310,New,2018-12-25,Japan,Tokyo,25-34,M,Japan
311,Occasional,2018-04-07,UK,Glasgow,25-34,Other,UK
312,High-Value,2019-09-14,France,Marseille,35-44,M,France
313,At-Risk,2019-05-25,Italy,Rome,35-44,F,Italy
314,Regular,2019-08-09,UK,London,25-34,M,UK
315,New,2019-09-30,USA,Houston,18-24,M,English
316,Regular,2019-08-21,Brazil,Brasília,35-44,F,Brazil
317,High-Value,2019-01-13,Germany,Munich,25-34,M,Germany
318,Regular,2019-04-17,UK,Manchester,45-54,F,UK
319,High-Value,2019-05-09,UK,London,25-34,M,UK
320,High-Value,2018-12-14,USA,Los Angeles,18-24,F,English
321,At-Risk,2019-10-08,USA,New York,35-44,F,English
322,New,2019-10-21,Brazil,Brasília,25-34,M,Brazil
323,At-Risk,2019-07-21,USA,Chicago,35-44,M,English
324,New,2019-08-01,USA,Chicago,55+,M,English
325,Occasional,2019-08-17,Brazil,Salvador,35-44,F,Brazil
326,Occasional,2019-05-01,UK,Birmingham,55+,M,UK
327,New,2019-06-04,UK,Liverpool,18-24,Other,UK
328,High-Value,2018-08-26,Italy,Florence,25-34,M,Italy
329,Occasional,2019-01-09,Australia,Perth,35-44,F,Australia
330,New,2019-09-04,UK,Liverpool,25-34,M,UK
331,Occasional,2018-12-29,Japan,Yokohama,25-34,M,Japan
332,Occasional,2019-01-29,Brazil,Salvador,45-54,M,Brazil
333,Regular,2019-03-19,USA,Houston,35-44,M,English
334,Occasional,2019-09-17,UK,Glasgow,25-34,F,UK
335,Occasional,2019-10-17,Germany,Berlin,25-34,M,Germany
336,At-Risk,2019-05-17,Italy,Turin,55+,M,Italy
337,New,2019-03-23,UK,Birmingham,35-44,F,UK
338,Regular,2019-10-31,USA,Houston,55+,F,English
339,New,2018-07-26,Japan,Yokohama,35-44,F,Japan
340,New,2019-07-28,Spain,Barcelona,35-44,M,Spain
341,Occasional,2018-10-14,France,Marseille,35-44,F,France
342,Regular,2019-09-29,Canada,Ottawa,25-34,M,Canada
343,Occasional,2018-08-21,Japan,Nagoya,25-34,M,Japan
344,Regular,2019-08-29,Canada,Calgary,25-34,M,Canada
345,Occasional,2019-03-28,Canada,Montreal,25-34,F,Canada
346,Occasional,2018-07-26,France,Lyon,25-34,F,France
347,Regular,2019-01-29,Germany,Frankfurt,35-44,F,Germany
348,Regular,2019-04-01,USA,Phoenix,18-24,M,English
349,New,2019-07-17,USA,New York,35-44,F,English
350,Regular,2019-04-16,Japan,Yokohama,35-44,F,Japan
351,New,2018-06-26,Spain,Barcelona,18-24,M,Spain
352,Regular,2019-06-18,Brazil,São Paulo,18-24,F,Brazil
353,New,2019-01-07,Italy,Florence,55+,F,Italy
354,Occasional,2019-09-22,USA,Chicago,35-44,F,English
355,Occasional,2018-08-23,Germany,Munich,25-34,Other,Germany
356,Regular,2019-06-08,USA,Houston,25-34,M,English
357,Occasional,2018-11-27,UK,Birmingham,45-54,F,UK
358,Regular,2019-01-13,Brazil,Brasília,25-34,F,Brazil
359,High-Value,2019-06-30,Germany,Hamburg,45-54,F,Germany
360,Regular,2019-08-08,France,Toulouse,25-34,F,France
361,Occasional,2018-06-17,USA,Phoenix,35-44,F,English
362,New,2019-05-23,Germany,Cologne,45-54,M,Germany
363,Regular,2019-10-26,USA,Phoenix,25-34,M,English
364,Occasional,2019-01-11,USA,Los Angeles,35-44,F,English
365,New,2019-08-19,Italy,Rome,55+,F,Italy
366,Occasional,2019-07-23,USA,Chicago,25-34,M,English
367,Regular,2018-12-23,USA,Houston,45-54,M,English
368,High-Value,2019-02-07,USA,New York,25-34,M,English
369,Occasional,2019-10-23,Japan,Osaka,18-24,M,Japan
370,Regular,2019-09-25,USA,Phoenix,25-34,F,English
371,High-Value,2019-10-01,USA,Los Angeles,25-34,M,English
372,Occasional,2019-07-19,Germany,Berlin,25-34,M,Germany
373,Occasional,2019-10-06,UK,Liverpool,25-34,F,UK
374,Regular,2019-04-26,USA,Los Angeles,25-34,M,English
375,New,2019-06-09,USA,Chicago,45-54,F,English
376,Occasional,2019-08-18,Canada,Montreal,45-54,F,Canada
377,High-Value,2019-09-10,France,Marseille,18-24,M,France
378,Regular,2018-09-13,Spain,Bilbao,35-44,F,Spain
379,Occasional,2019-04-11,Germany,Berlin,55+,M,Germany
380,Occasional,2019-09-06,Italy,Naples,45-54,Other,Italy
381,Regular,2019-09-04,UK,Glasgow,18-24,M,UK
382,Regular,2019-05-14,USA,Los Angeles,25-34,M,English
383,Occasional,2019-02-03,Canada,Montreal,25-34,F,Canada
384,Occasional,2019-09-01,UK,Glasgow,45-54,M,UK
385,Regular,2019-02-17,Germany,Berlin,25-34,F,Germany
386,New,2019-06-11,USA,Houston,25-34,M,English
387,Regular,2019-04-16,USA,Phoenix,18-24,F,English
388,Occasional,2019-09-13,Canada,Vancouver,25-34,F,Canada
389,New,2019-06-04,USA,Phoenix,25-34,M,English
390,New,2019-08-29,Spain,Seville,25-34,M,Spain
391,Occasional,2018-12-09,France,Marseille,35-44,M,France
392,High-Value,2019-06-03,Germany,Hamburg,25-34,F,Germany
393,New,2019-08-17,Australia,Perth,35-44,F,Australia
394,At-Risk,2019-04-21,Spain,Seville,55+,F,Spain
395,Occasional,2019-07-01,USA,Chicago,25-34,F,English
396,Occasional,2019-08-11,Brazil,Fortaleza,35-44,F,Brazil
397,New,2019-09-22,Australia,Brisbane,35-44,M,Australia
398,Regular,2019-10-06,Italy,Naples,55+,M,Italy
399,Regular,2018-09-27,UK,Glasgow,35-44,F,UK
400,Occasional,2019-09-06,Germany,Munich,55+,F,Germany
401,At-Risk,2019-09-07,France,Paris,25-34,M,France
402,Regular,2019-10-09,Spain,Barcelona,25-34,F,Spain
403,Regular,2019-05-20,Spain,Seville,45-54,M,Spain
404,Occasional,2019-09-01,UK,Liverpool,45-54,M,UK
405,High-Value,2018-06-18,USA,New York,25-34,F,English
406,New,2019-02-24,Germany,Cologne,25-34,Other,Germany
407,Occasional,2019-10-24,USA,New York,35-44,F,English
408,Occasional,2019-07-25,Germany,Munich,45-54,F,Germany
409,High-Value,2019-07-29,Italy,Naples,55+,F,Italy
410,Regular,2019-08-30,UK,Glasgow,55+,M,UK
411,Regular,2019-06-11,France,Paris,55+,F,France
412,Regular,2019-09-24,USA,Phoenix,18-24,F,English
413,Occasional,2019-08-16,Brazil,Rio de Janeiro,18-24,M,Brazil
414,New,2019-05-27,USA,Houston,25-34,M,English
415,High-Value,2019-02-23,Spain,Madrid,35-44,F,Spain
416,New,2019-02-09,UK,Birmingham,25-34,M,UK
417,High-Value,2019-10-18,France,Nice,18-24,M,France
418,Regular,2019-10-15,France,Nice,35-44,M,France
419,Regular,2019-08-22,USA,New York,25-34,M,English
420,High-Value,2019-08-21,Canada,Toronto,35-44,F,Canada
421,Occasional,2018-09-16,UK,Liverpool,35-44,F,UK
422,Regular,2019-02-06,Canada,Toronto,35-44,Other,Canada
423,At-Risk,2019-08-25,Canada,Vancouver,35-44,F,Canada
424,Occasional,2019-09-08,Japan,Osaka,35-44,M,Japan
425,New,2019-04-28,Italy,Turin,55+,M,Italy
426,Occasional,2019-07-19,UK,Manchester,25-34,F,UK
427,Regular,2019-07-02,France,Paris,18-24,M,France
428,At-Risk,2018-09-17,USA,Houston,25-34,F,English
429,Regular,2019-10-21,UK,London,18-24,M,UK
430,Occasional,2019-07-03,UK,London,18-24,M,UK
431,High-Value,2018-10-17,France,Lyon,45-54,M,France
432,Regular,2019-08-10,Germany,Munich,35-44,F,Germany
433,New,2019-09-14,Italy,Turin,45-54,M,Italy
434,At-Risk,2019-08-20,Australia,Sydney,25-34,F,Australia
435,New,2019-03-26,Spain,Barcelona,35-44,M,Spain
436,At-Risk,2019-08-30,Spain,Seville,35-44,F,Spain
437,At-Risk,2019-10-29,Japan,Tokyo,18-24,M,Japan
438,New,2019-08-26,France,Nice,25-34,F,France
439,High-Value,2019-09-13,USA,Chicago,45-54,F,English
440,New,2019-10-10,Brazil,Fortaleza,35-44,M,Brazil
441,New,2019-09-14,Germany,Munich,35-44,M,Germany
442,Regular,2019-06-21,USA,New York,25-34,Other,English
443,Regular,2019-05-29,Germany,Cologne,35-44,F,Germany
444,Occasional,2019-06-01,USA,Chicago,18-24,F,English
445,New,2019-10-30,Japan,Yokohama,25-34,M,Japan
446,High-Value,2018-12-31,Australia,Brisbane,55+,M,Australia
447,Occasional,2019-03-26,USA,Chicago,25-34,F,English
448,Occasional,2019-07-22,Canada,Montreal,25-34,F,Canada
449,Occasional,2019-07-10,UK,London,45-54,M,UK
450,High-Value,2019-10-20,Brazil,Rio de Janeiro,55+,M,Brazil
451,New,2019-09-28,USA,New York,45-54,F,English
452,Regular,2019-08-20,USA,Phoenix,25-34,F,English
453,Occasional,2019-03-04,Brazil,Fortaleza,45-54,F,Brazil
